ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,PercentInstallTrades,NumSatisfactoryTrades,RiskPerformance
86,1,64,19,42,1
75,11,68,14,42,1
65,51,47,28,24,1
66,78,72,59,32,0
82,20,99,32,28,1
73,54,14,0,3,0
80,4,36,14,6,0
60,50,40,33,24,1
87,12,95,26,19,1
54,68,57,67,20,0
48,74,101,48,50,0
65,38,37,40,14,1
61,65,25,64,9,0
74,48,108,63,15,1
68,38,66,74,21,1
61,58,102,24,34,0
80,17,128,13,24,1
58,47,150,12,14,0
61,26,92,21,38,0
88,5,89,20,20,1
89,4,69,14,7,1
74,14,47,26,29,1
77,0,70,54,13,1
68,88,98,21,24,0
70,58,94,16,17,0
78,50,96,15,11,0
83,0,106,16,22,1
60,35,57,44,43,0
68,20,109,33,17,0
74,37,88,42,37,0
66,54,91,17,44,1
78,0,57,30,29,1
60,63,35,18,17,0
62,40,69,44,11,0
77,20,103,45,21,1
64,41,64,37,25,0
63,6,50,33,5,0
70,45,113,23,39,1
55,21,81,4,21,0
69,72,53,33,36,1
79,43,100,13,15,1
91,2,113,15,13,1
67,66,82,17,23,0
82,28,73,50,26,1
72,43,121,41,15,0
59,85,61,26,18,0
66,90,91,21,30,0
62,43,45,35,22,0
68,2,48,33,15,0
69,71,52,25,15,0
86,0,65,36,11,1
85,9,66,40,20,1
73,1,114,29,14,1
66,16,86,14,34,1
76,23,151,38,26,1
57,97,19,43,7,0
79,28,99,23,26,1
59,51,44,19,21,0
86,11,145,25,12,1
66,72,112,39,28,0
64,36,59,28,29,0
80,18,93,23,36,1
67,41,18,40,4,0
62,53,92,62,30,0
65,58,82,10,48,0
73,31,63,47,29,0
74,69,104,50,34,0
86,3,77,46,24,1
70,78,131,24,34,0
77,36,80,28,18,0
86,8,70,29,16,1
85,29,118,41,17,0
75,26,91,33,14,1
72,45,106,42,23,1
82,2,79,31,25,1
64,59,102,28,44,1
64,0,88,50,9,0
60,95,88,47,19,0
57,12,119,18,41,0
88,6,57,14,19,1
72,20,46,9,21,0
61,76,48,42,14,0
82,19,57,20,50,0
75,1,86,10,28,1
79,4,83,48,19,1
62,30,81,22,22,0
69,77,115,80,8,0
85,18,103,19,15,1
65,52,49,27,11,0
90,2,85,25,8,1
72,25,95,44,30,1
89,4,74,47,15,1
69,24,98,31,32,1
57,55,63,60,13,0
70,63,46,48,23,0
71,22,102,18,16,1
66,14,103,32,33,1
63,67,57,35,17,0
57,22,18,33,2,0
62,54,42,54,12,0
81,20,96,27,26,1
66,55,62,48,42,0
55,86,80,31,14,0
87,16,89,50,22,1
72,4,12,60,5,0
73,4,83,45,33,0
43,100,76,68,22,1
75,4,93,33,29,1
83,3,80,21,34,1
74,2,10,25,3,1
76,61,89,19,42,0
65,26,48,32,21,0
78,24,84,30,29,1
72,19,86,14,43,1
56,27,8,18,11,0
69,18,121,48,28,0
56,81,118,10,6,0
60,60,24,9,23,0
81,12,78,18,21,1
88,5,133,42,18,1
85,1,104,8,24,1
60,41,87,20,33,1
84,23,110,37,28,1
72,24,104,11,26,1
77,8,131,55,29,1
80,2,92,31,26,0
63,72,28,0,2,0
75,40,67,33,26,1
70,61,78,65,22,1
75,34,52,19,21,1
69,27,55,45,8,0
73,34,28,42,11,0
80,23,98,43,20,1
65,28,71,39,22,0
75,19,75,31,26,0
55,45,28,36,11,0
86,1,68,23,31,1
84,0,56,57,5,0
75,17,53,41,17,1
81,31,58,43,7,0
73,63,59,29,21,0
63,52,70,42,24,0
80,2,81,28,31,1
68,5,75,44,40,0
78,0,17,50,4,0
64,15,18,50,6,0
63,52,116,50,28,0
73,11,15,29,7,1
78,13,48,13,16,0
63,87,126,36,21,0
72,77,67,19,20,1
77,60,94,33,15,0
68,14,95,50,14,0
63,56,70,31,27,1
56,75,41,24,37,0
73,8,83,51,33,0
83,14,76,18,32,1
86,1,140,25,27,1
83,5,72,17,29,1
79,17,91,23,44,0
83,37,128,45,19,1
56,60,98,43,19,0
69,37,71,8,25,0
57,103,15,20,4,1
84,8,72,27,15,1
82,28,79,29,30,0
69,54,59,47,16,0
62,61,14,0,3,0
64,53,49,44,24,0
75,3,24,0,5,0
69,21,10,14,14,0
85,0,90,56,9,0
59,18,43,36,11,0
76,20,114,24,21,1
73,2,54,50,26,1
67,57,90,9,45,0
91,3,127,28,16,1
67,23,80,50,6,0
80,31,74,35,17,1
85,3,100,13,23,1
52,88,66,29,20,0
71,40,15,0,3,0
65,37,83,19,15,1
84,21,95,24,24,1
79,8,66,51,41,0
74,18,69,38,27,1
67,74,58,10,20,0
86,2,99,13,23,1
75,20,15,17,12,0
69,0,107,37,17,1
64,65,49,57,30,1
77,2,100,38,32,1
79,2,52,54,13,1
61,31,95,24,25,1
79,26,62,36,28,1
68,87,131,11,9,1
66,45,36,19,21,0
61,86,109,35,31,0
70,26,75,16,35,0
63,56,75,13,14,0
59,55,82,9,46,0
64,18,80,22,31,0
50,58,76,36,21,0
60,22,73,42,19,0
85,6,98,25,27,1
73,16,122,37,27,0
79,7,64,32,24,0
69,64,19,17,6,0
63,7,56,24,24,0
73,21,50,34,28,1
80,42,53,75,16,1
61,29,122,64,11,1
66,1,115,29,34,1
60,97,76,33,18,0
57,61,121,39,22,0
75,0,73,38,8,0
71,74,63,33,17,0
77,4,77,22,36,0
88,14,57,33,6,1
65,57,102,39,17,0
68,36,95,14,32,0
63,4,68,58,12,0
69,40,53,23,24,0
63,66,41,11,33,0
60,62,69,33,15,0
80,20,79,40,46,1
74,19,65,28,35,1
57,92,56,33,4,0
78,30,69,0,3,0
73,26,82,21,33,1
79,33,83,28,47,0
67,26,73,20,24,1
83,0,109,35,22,1
56,46,80,33,19,1
63,82,28,56,17,0
90,7,119,19,19,1
77,38,90,27,15,1
73,47,102,19,31,1
69,97,77,14,22,0
84,23,144,36,48,1
75,17,58,6,32,1
62,37,32,50,5,0
82,14,84,61,26,1
83,34,82,20,20,1
77,0,115,44,9,0
82,42,95,70,19,1
75,31,102,23,30,1
90,14,121,0,7,1
79,68,64,36,11,1
61,60,54,15,40,0
77,3,17,36,11,1
63,70,84,29,31,0
61,86,109,37,30,0
77,41,83,28,16,0
86,9,141,8,24,0
86,1,51,6,36,1
87,5,141,39,40,1
65,49,92,6,32,1
56,29,27,15,30,0
84,1,145,47,15,1
67,42,67,0,3,1
68,26,44,29,7,1
86,4,106,7,28,1
72,13,71,25,28,1
83,6,62,9,31,1
60,4,32,57,5,0
76,37,89,32,28,1
87,0,77,67,6,1
87,9,97,41,16,1
64,28,65,44,31,0
66,33,78,19,32,0
79,2,99,43,26,1
69,20,108,33,20,0
59,63,46,37,27,0
67,61,17,25,8,0
84,0,100,27,15,0
80,0,48,14,13,0
68,49,67,43,39,1
75,28,81,32,25,1
92,0,152,11,35,1
89,13,136,43,6,1
77,48,121,25,23,1
73,28,32,7,15,0
80,42,118,7,15,0
84,6,33,35,17,1
74,3,102,37,24,1
89,1,90,16,19,1
62,58,38,29,13,0
71,1,25,44,9,0
68,70,33,38,8,1
79,6,58,6,29,0
78,0,80,58,37,0
79,3,106,40,44,1
60,49,108,23,26,0
84,11,57,56,9,0
77,30,102,26,39,0
59,53,78,29,17,0
66,22,60,19,20,1
67,2,76,16,36,1
86,3,101,24,24,1
77,15,54,42,24,0
63,95,61,37,19,0
79,14,87,29,30,0
89,2,149,24,17,0
67,68,43,16,37,0
81,11,71,67,23,0
61,38,60,9,11,1
78,21,73,57,13,1
74,57,75,32,29,1
75,42,60,32,28,1
76,2,97,35,19,1
78,10,38,51,29,1
85,16,89,46,13,1
82,37,77,22,17,0
88,0,90,9,23,1
82,2,52,48,23,0
72,2,100,18,22,0
84,10,107,13,40,1
60,65,123,27,9,0
83,5,145,26,25,1
70,38,81,35,23,0
60,60,80,33,42,1
66,23,128,43,30,0
73,26,123,12,30,1
79,3,56,19,27,1
73,36,101,30,22,1
77,10,127,39,21,1
68,4,24,46,13,0
81,20,102,9,22,1
82,0,69,16,18,1
82,17,64,15,27,1
75,13,59,9,23,0
72,8,115,47,18,1
83,6,88,22,31,0
88,1,75,16,19,0
87,4,96,26,27,1
71,64,87,33,20,1
86,0,93,23,22,1
78,6,58,18,38,1
87,0,98,7,29,1
74,4,105,40,11,0
73,10,50,28,15,1
71,60,91,44,15,1
86,10,103,16,29,1
73,20,75,27,40,1
69,50,94,8,49,0
79,8,81,16,30,0
81,12,110,15,27,1
63,30,58,53,17,0
82,0,96,6,17,0
74,1,100,30,26,0
81,12,78,41,27,0
70,32,68,19,40,1
84,1,78,50,13,0
81,22,76,9,22,1
77,36,120,35,44,1
72,30,57,8,36,1
80,19,79,13,16,0
80,28,85,50,18,1
72,35,146,21,37,1
72,61,79,55,20,1
86,11,81,28,25,1
74,32,66,37,27,1
72,54,107,21,18,0
59,43,137,20,22,1
80,18,116,12,33,1
91,1,104,44,9,0
84,4,66,50,11,1
84,3,66,40,15,1
76,1,35,52,21,1
66,44,149,33,8,1
73,18,79,27,26,1
82,3,84,44,26,1
63,62,94,44,16,0
70,6,104,8,33,0
56,42,77,18,32,0
86,4,153,27,26,1
74,77,84,27,14,0
77,5,44,21,14,0
73,28,88,24,39,1
84,0,62,9,23,1
84,21,102,33,26,1
79,21,62,20,12,1
67,3,64,50,8,0
76,52,67,69,16,1
89,5,99,36,22,1
79,21,121,11,18,1
80,3,84,41,38,1
68,14,67,56,24,1
79,18,92,20,27,1
79,33,97,43,19,1
86,4,109,4,23,1
74,28,42,40,15,0
65,76,55,21,14,0
85,8,123,46,26,1
65,84,82,62,31,1
71,61,92,25,18,1
81,0,60,20,20,0
65,2,98,33,21,1
81,0,106,46,37,1
80,0,103,26,28,1
87,0,96,19,16,0
78,19,124,35,26,1
87,4,108,31,16,1
80,16,38,13,15,0
86,14,71,19,27,1
81,11,93,28,23,1
64,90,32,50,6,0
91,5,131,14,33,1
67,13,46,33,8,0
71,15,79,14,29,1
89,2,97,0,1,0
70,78,103,25,7,1
59,88,85,53,38,0
81,9,46,29,17,1
67,1,82,8,11,0
87,6,101,3,32,1
70,89,55,27,13,1
82,6,63,7,40,1
68,52,60,47,29,1
83,0,86,47,15,0
84,0,66,15,19,1
70,82,109,21,41,0
91,10,121,40,10,1
58,46,54,47,14,0
89,2,93,23,22,1
75,30,124,24,23,1
73,15,9,33,2,0
72,15,13,71,7,1
64,59,47,15,43,1
86,1,68,17,12,1
82,12,81,29,28,0
63,86,52,58,24,0
72,6,57,12,25,1
71,34,31,22,9,1
78,35,66,23,30,0
71,99,50,75,16,0
74,6,118,53,15,0
68,49,63,26,19,1
68,32,63,36,13,0
85,2,91,43,35,1
74,30,69,30,22,1
65,28,84,33,28,1
79,18,96,21,24,0
82,5,82,56,33,1
77,3,154,33,12,1
59,11,94,21,23,0
76,9,12,25,12,1
83,37,66,13,15,0
68,14,64,21,31,1
83,6,57,27,15,1
89,5,123,16,25,1
62,81,47,31,13,0
70,90,68,23,22,1
68,79,42,40,10,0
82,8,73,31,38,1
66,32,94,16,17,1
65,35,43,15,25,1
81,3,66,12,17,1
81,21,53,25,8,1
72,6,20,18,11,1
65,87,101,28,34,0
62,52,30,62,26,0
62,50,114,24,31,0
77,17,52,20,20,0
65,47,19,43,11,0
75,33,67,31,12,1
78,28,91,25,19,1
76,30,57,50,5,0
68,26,73,35,31,0
66,75,64,22,18,1
82,60,104,43,7,1
64,43,78,42,24,0
61,94,44,40,9,0
76,29,109,24,25,1
62,37,119,41,27,0
81,23,110,22,27,1
74,15,51,56,16,0
66,13,45,30,18,0
86,3,89,38,14,1
72,36,129,14,27,1
60,27,45,18,39,1
65,60,62,26,21,0
82,6,75,23,21,1
65,95,40,36,14,0
74,1,93,32,33,0
75,4,17,60,10,0
73,37,68,56,41,1
60,23,70,14,6,0
60,46,78,25,16,1
67,75,91,32,24,1
64,12,116,52,18,1
58,61,64,15,27,1
71,21,74,30,33,1
78,32,75,47,15,0
65,36,25,14,17,0
70,31,65,33,21,1
75,15,117,20,14,1
72,36,81,16,18,1
57,70,106,42,12,0
64,45,54,29,28,1
74,14,70,47,34,0
72,63,69,38,15,1
80,3,61,50,13,1
78,31,66,48,22,0
78,47,47,36,14,0
74,41,66,20,20,1
77,27,89,14,34,1
81,56,132,22,9,0
62,55,49,22,26,0
68,41,50,44,18,1
60,82,83,30,41,1
70,20,64,30,26,1
62,10,74,31,27,1
89,6,110,40,23,1
60,30,93,46,5,0
88,0,148,27,15,0
71,35,45,14,13,1
81,26,126,18,20,1
55,84,100,42,18,0
79,14,101,21,38,1
65,6,81,25,49,0
73,5,135,31,10,0
61,55,30,33,12,1
77,8,51,0,1,1
87,3,59,29,14,1
81,15,117,7,40,1
71,53,69,26,33,1
86,4,45,25,8,1
84,3,84,16,36,1
63,45,92,12,40,1
78,1,100,30,36,1
75,3,104,13,28,1
73,15,67,67,10,1
73,17,28,44,7,0
84,11,62,33,11,1
81,5,82,47,32,1
70,21,43,28,18,0
92,0,72,33,6,1
68,48,99,26,35,0
63,84,110,42,12,0
57,27,78,14,27,0
83,30,80,29,7,1
77,3,144,29,27,0
70,49,54,31,32,0
68,92,60,32,19,1
54,68,101,25,8,0
54,18,79,25,44,0
70,7,98,21,26,0
73,8,69,20,24,1
60,14,92,19,29,1
67,46,126,58,16,1
76,2,70,17,23,1
91,2,141,0,14,1
76,1,48,50,18,0
91,2,128,9,21,1
91,2,116,0,7,1
68,56,83,36,20,1
64,21,113,28,37,1
79,2,128,18,28,1
65,28,93,24,45,0
67,3,89,18,15,1
88,2,93,7,14,1
61,63,94,47,16,0
86,3,98,31,13,1
83,4,67,21,19,0
76,62,32,60,5,0
68,51,62,37,34,1
87,0,94,25,20,1
90,3,132,33,15,1
87,9,113,27,25,1
80,22,58,21,13,1
61,34,105,44,18,0
84,2,80,28,18,1
65,16,25,50,12,0
66,5,13,71,5,1
86,29,113,35,23,1
79,19,56,24,32,1
56,38,57,37,40,1
72,0,75,56,13,1
87,41,120,33,12,1
85,1,94,38,36,1
82,19,47,20,10,1
71,46,93,23,26,1
70,39,124,23,30,0
78,7,26,38,12,0
67,61,73,56,15,1
66,4,105,23,19,1
82,24,89,29,17,0
66,4,44,29,15,0
87,0,74,23,13,1
66,20,98,35,16,1
70,22,38,16,29,1
74,18,58,17,15,0
73,6,27,50,9,1
60,38,116,17,5,1
79,1,95,28,28,1
61,32,53,24,31,1
88,16,56,10,10,1
62,0,44,60,4,0
84,8,75,0,20,0
90,1,74,20,27,1
68,82,82,22,18,0
88,0,49,29,7,1
65,42,84,21,35,0
66,59,87,20,25,1
64,19,42,14,20,0
80,11,87,16,31,1
67,20,66,13,26,0
66,4,63,32,30,1
84,0,84,47,18,1
71,42,58,38,46,0
81,6,62,52,25,0
65,33,82,43,29,1
73,25,83,42,32,1
78,12,100,24,41,1
78,18,84,33,18,1
67,16,51,13,7,0
77,23,115,26,35,0
76,60,55,47,15,1
77,32,92,56,16,1
72,19,138,33,10,1
82,14,90,29,36,1
61,86,81,0,9,0
90,0,100,45,11,1
63,54,51,32,34,0
76,2,56,22,34,0
83,3,81,61,18,1
72,35,97,18,33,0
56,41,44,16,25,1
70,61,85,38,49,1
77,48,128,33,17,1
87,3,88,14,14,1
90,9,98,0,7,1
86,20,98,9,32,1
72,20,76,13,47,1
82,12,75,22,27,1
72,7,74,22,22,1
66,21,65,44,26,0
88,3,138,27,10,1
58,84,86,29,23,0
90,1,130,53,17,1
67,28,33,56,14,0
83,54,144,29,17,1
73,19,128,39,36,0
81,10,60,19,27,1
71,7,68,6,47,1
71,38,107,35,37,1
81,21,95,19,27,1
87,8,55,46,12,1
90,0,77,0,9,0
80,27,89,33,34,1
81,7,116,15,40,1
70,5,43,15,27,0
70,5,43,15,27,0
80,38,110,26,27,1
72,31,99,65,30,1
77,49,87,13,24,1
84,29,82,17,12,1
68,62,94,19,32,0
68,43,81,22,29,0
75,30,65,30,31,1
82,11,116,13,47,0
65,43,31,22,18,1
73,66,120,46,37,1
79,6,99,17,23,1
61,49,58,41,31,0
86,0,65,34,38,1
84,4,61,41,22,1
68,30,49,41,26,0
89,7,107,50,16,1
64,53,111,18,34,1
70,22,40,53,15,1
85,1,77,12,25,1
74,59,89,14,43,1
67,42,111,20,14,0
78,43,54,14,13,1
69,45,95,50,28,1
91,3,121,25,12,1
72,60,51,15,27,1
75,42,76,12,16,1
88,5,127,44,17,1
76,44,85,21,27,1
76,9,17,33,7,1
71,12,68,11,47,1
82,5,58,24,21,1
68,30,30,17,27,0
83,8,40,14,14,1
60,66,92,67,2,0
59,53,92,21,31,1
61,57,85,26,34,1
88,10,113,24,20,1
67,7,97,47,38,1
81,10,45,46,11,1
65,58,110,30,27,1
81,18,86,33,32,1
65,37,32,25,16,0
88,2,72,13,23,1
55,66,63,32,25,0
55,66,112,28,25,1
79,16,100,40,24,1
70,39,60,25,28,1
86,5,137,19,21,1
91,3,108,14,21,1
81,53,142,0,19,1
73,35,97,18,27,0
67,87,90,43,28,1
57,38,14,25,12,0
72,2,114,15,26,1
72,16,112,18,22,1
88,2,138,11,37,1
81,7,60,47,30,1
79,11,51,14,20,0
87,2,93,23,35,1
75,58,121,25,28,1
68,1,116,70,21,1
73,0,72,10,29,0
68,71,65,48,25,1
57,20,87,23,33,1
79,27,63,46,41,1
76,48,98,30,22,0
85,3,105,7,28,1
69,40,109,26,22,1
82,27,89,14,7,1
69,7,100,10,18,0
89,4,136,16,19,1
63,51,71,47,48,0
68,6,86,47,19,1
82,19,85,17,18,1
82,2,108,15,38,1
87,3,68,7,14,1
71,17,43,17,33,1
73,28,80,28,39,1
79,26,39,50,9,1
80,6,86,24,29,1
70,33,77,23,28,1
70,32,107,15,33,0
64,60,41,29,16,0
71,26,76,29,19,0
78,50,91,37,30,1
77,1,105,21,13,1
69,40,138,20,30,1
75,1,60,3,29,1
67,65,96,0,6,1
59,16,22,36,20,0
89,9,81,40,15,1
70,77,52,50,20,1
59,16,42,21,22,0
80,1,45,32,19,1
85,6,70,35,23,1
62,83,92,15,41,0
88,1,78,29,48,1
85,1,71,12,33,1
78,2,92,13,28,1
85,1,90,26,27,1
74,6,66,38,39,1
92,0,103,26,19,1
86,5,107,33,43,1
88,1,97,23,31,1
64,5,134,30,20,1
86,9,73,38,25,1
66,15,84,32,31,0
69,54,94,18,27,1
74,1,146,17,17,1
81,4,39,15,12,1
89,2,141,24,21,1
88,14,106,26,18,1
84,2,106,19,35,1
69,25,101,29,30,0
66,24,78,12,50,1
77,14,86,10,40,1
68,5,105,20,44,1
69,81,99,20,27,1
89,14,87,23,22,1
59,48,42,12,25,0
72,5,106,17,12,1
81,0,59,25,20,1
75,0,147,17,12,1
72,8,110,20,14,1
82,0,26,50,4,1
84,9,100,19,36,0
62,70,55,46,11,1
70,33,72,30,45,1
85,18,99,0,18,1
66,15,84,32,31,0
68,60,90,34,28,0
63,78,61,24,29,0
68,48,72,56,24,0
78,41,86,42,37,1
59,0,65,16,23,1
61,43,86,30,45,1
70,47,92,29,32,0
60,27,28,14,22,0
87,5,108,41,29,1
60,19,77,32,18,1
79,12,60,8,38,1
78,5,106,28,40,1
89,2,87,30,25,1
69,2,66,30,37,1
79,0,84,35,29,1
79,42,134,35,21,1
81,0,84,35,25,0
83,6,59,37,19,1
60,5,58,17,5,0
86,8,108,14,26,1
79,3,142,11,17,0
71,47,137,18,44,1
84,11,91,35,17,1
74,3,53,33,11,1
92,1,89,58,19,0
68,35,38,25,12,1
74,2,100,13,8,1
76,3,88,24,33,0
85,13,51,0,9,1
64,11,69,20,43,1
84,18,109,61,27,1
82,19,71,45,20,1
91,2,107,14,7,1
77,35,108,22,23,1
66,0,103,39,18,0
86,14,90,16,23,1
83,22,62,39,18,1
77,43,59,14,29,1
81,6,68,50,38,0
62,49,26,29,19,1
85,12,140,16,18,1
84,6,79,57,22,1
83,16,114,50,30,1
65,57,135,0,32,1
66,49,96,56,34,0
85,17,73,11,19,1
83,27,84,14,14,1
57,29,95,33,9,0
86,0,92,19,25,1
55,25,53,11,25,1
89,6,107,14,21,1
72,46,93,19,19,0
56,26,99,38,36,1
74,20,73,65,15,1
79,26,93,41,29,0
65,77,103,41,13,0
80,3,85,32,25,1
78,1,72,43,20,1
60,33,115,38,37,1
66,38,51,26,38,0
80,35,71,33,9,1
84,11,84,22,27,1
68,37,134,31,39,0
87,0,67,55,11,1
76,76,70,8,23,1
91,2,122,31,16,1
87,0,86,38,16,1
84,0,78,21,30,1
75,13,83,18,22,1
79,40,28,50,4,1
83,23,99,17,12,1
69,57,81,45,41,1
77,23,74,0,14,0
80,6,98,44,18,1
85,12,131,33,15,1
77,52,118,60,22,0
72,74,78,22,18,0
81,7,67,22,36,1
77,1,39,4,25,0
89,15,71,0,9,1
79,0,61,41,22,1
87,7,92,32,25,1
68,6,108,10,19,1
90,0,87,28,18,1
70,95,58,33,3,1
75,10,53,45,27,1
88,2,69,67,9,1
69,34,95,29,16,1
69,60,80,25,16,0
79,0,81,17,18,1
85,0,75,22,36,1
70,11,67,33,27,1
76,25,104,31,26,1
85,5,105,39,26,1
45,89,75,35,25,0
73,5,101,13,44,1
88,2,120,25,23,1
66,17,113,11,27,1
86,8,119,26,23,1
73,0,80,26,34,1
84,9,101,24,25,1
76,22,83,38,20,1
64,35,96,37,40,1
81,73,68,50,6,0
89,8,116,25,12,1
76,43,93,16,30,1
83,15,115,40,15,1
76,6,45,25,17,1
79,14,90,12,17,1
75,17,66,15,38,1
62,10,41,24,17,0
85,2,58,9,42,1
65,47,72,48,30,1
80,12,136,44,16,1
70,15,93,19,30,1
72,38,107,20,24,0
88,2,120,9,11,1
69,40,97,0,19,0
63,36,154,38,10,0
87,4,137,12,25,1
86,7,62,0,6,1
83,5,83,18,28,1
74,12,85,42,11,1
58,4,82,33,34,1
76,39,51,20,10,1
69,43,35,25,21,1
87,0,83,20,5,1
58,83,49,25,19,0
78,18,94,44,34,0
67,72,83,27,29,0
54,15,89,40,11,0
85,1,101,25,16,1
72,56,57,50,10,1
88,3,119,33,28,1
64,33,97,45,27,0
72,4,43,25,7,0
86,5,88,37,43,1
66,23,67,42,19,0
64,68,92,33,39,1
70,71,140,24,16,1
83,13,135,19,26,1
80,37,86,25,16,1
79,6,85,27,37,1
72,3,68,16,18,0
87,8,96,45,19,1
63,15,90,21,30,0
84,8,59,22,43,0
85,0,59,40,15,1
83,17,106,13,22,1
86,16,96,47,15,1
87,4,137,40,24,1
77,40,66,47,19,1
69,4,94,27,25,0
89,9,87,35,24,1
87,4,77,30,27,1
76,13,78,28,23,1
71,50,150,24,29,1
82,39,71,43,7,1
80,6,81,31,31,1
82,1,93,16,42,1
81,13,77,0,34,1
72,37,119,28,45,1
79,93,111,27,22,1
91,0,99,73,11,1
86,25,96,54,24,1
85,5,109,14,36,1
76,11,84,39,18,1
85,15,125,48,25,1
78,15,132,29,28,1
87,5,71,36,13,0
88,7,85,25,23,1
89,4,121,45,11,1
90,1,90,30,27,1
84,2,75,44,25,1
82,12,102,35,26,1
63,46,43,16,29,0
82,9,87,35,16,1
60,40,87,7,27,0
86,2,121,9,33,1
86,5,115,0,27,1
59,19,101,22,36,1
85,2,125,39,25,1
71,57,61,16,38,1
73,9,37,29,34,0
75,33,71,15,39,1
72,0,91,58,45,1
85,3,104,17,18,1
80,11,61,12,39,1
68,66,107,32,25,0
83,4,98,46,41,1
93,0,111,15,12,1
71,32,61,34,38,1
84,14,74,21,24,1
69,33,79,47,19,0
72,7,60,19,37,1
82,5,108,28,28,1
83,6,60,37,18,1
87,7,85,13,23,1
79,15,60,28,24,0
67,36,74,27,43,1
71,57,76,36,10,1
80,1,121,11,40,1
84,15,77,20,15,1
79,14,111,33,21,1
85,6,84,13,14,1
93,1,111,10,20,1
71,59,42,22,27,0
72,13,87,26,43,0
75,11,73,11,34,1
76,5,54,19,26,1
81,3,19,33,6,1
86,9,79,20,42,1
87,6,121,31,12,1
71,53,89,39,23,1
72,30,95,18,33,1
84,1,123,20,19,1
89,3,99,22,18,1
67,3,27,44,9,1
73,51,89,24,29,1
76,6,133,43,36,1
87,8,139,20,25,1
85,28,81,43,7,1
63,60,97,27,15,0
82,5,49,42,12,1
80,29,81,50,31,1
79,36,83,37,26,1
85,18,97,33,29,1
73,8,139,29,29,0
71,46,84,38,14,1
70,8,114,19,27,1
59,50,137,32,24,0
83,0,142,15,34,1
79,4,116,41,21,0
79,24,91,17,24,0
87,11,99,29,24,1
72,0,99,56,26,1
85,13,74,43,6,0
83,2,82,57,21,1
76,4,124,24,25,1
85,19,79,40,5,0
83,8,74,15,10,1
82,6,91,39,47,1
91,3,109,20,14,1
57,71,81,29,45,0
68,9,29,0,17,1
81,16,106,31,25,1
87,5,134,20,25,1
77,9,79,18,43,1
91,3,113,20,15,1
83,14,70,37,19,1
80,0,122,28,38,1
69,12,92,16,25,0
91,10,135,16,18,1
63,43,71,43,24,1
90,3,103,56,16,1
73,42,64,33,17,1
71,43,110,13,38,1
74,7,78,53,18,1
82,19,78,44,18,1
74,55,65,29,14,0
79,13,73,75,11,1
77,30,140,28,29,1
63,37,41,53,16,0
85,0,67,21,18,1
92,1,122,15,11,1
76,5,14,0,7,1
89,2,114,26,19,1
72,51,69,15,19,1
72,37,22,29,6,0
85,22,97,9,32,1
77,6,58,11,36,1
65,1,49,31,13,1
88,0,98,20,10,1
91,9,143,8,13,1
76,36,72,17,11,1
82,14,123,27,36,1
90,1,136,33,15,1
73,46,61,50,8,0
79,16,119,32,38,1
85,5,120,26,21,1
78,24,112,30,20,1
70,29,71,13,24,1
72,42,75,30,26,0
73,30,84,9,21,1
86,4,104,32,18,0
71,66,109,8,25,1
69,54,85,12,26,1
83,7,123,15,20,1
86,14,103,28,32,1
78,2,83,15,20,0
75,15,31,42,12,0
70,4,33,0,5,1
61,39,48,39,21,0
87,0,91,18,11,0
58,20,88,19,21,0
64,53,67,12,32,0
83,8,92,11,35,0
68,27,88,38,21,0
57,64,74,57,30,0
72,13,79,19,36,1
72,2,88,13,29,0
74,2,93,35,34,0
81,0,36,60,5,0
64,59,94,4,27,0
61,23,58,36,14,0
77,43,49,39,17,0
71,40,92,22,9,0
82,2,64,9,22,0
67,1,39,18,17,0
85,12,85,57,21,0
80,2,51,46,13,0
60,20,84,23,43,0
80,2,67,15,39,0
86,0,97,32,22,0
75,26,95,20,38,0
69,52,69,41,28,0
84,5,94,30,37,0
66,19,43,25,40,0
55,29,59,44,6,0
82,5,92,30,10,0
75,58,69,52,24,0
70,15,75,25,19,0
58,78,78,64,10,0
57,50,67,55,47,0
73,50,79,26,26,0
57,89,144,38,24,0
55,42,71,43,7,0
67,0,90,50,11,0
58,34,52,29,27,0
82,35,86,7,14,0
60,57,87,20,23,0
67,47,53,49,39,0
82,33,111,56,16,0
92,0,103,52,24,0
83,0,93,33,9,0
78,7,79,26,30,0
58,78,61,22,23,0
57,11,81,40,11,0
77,17,22,25,7,0
75,46,86,16,25,1
63,100,29,53,16,0
61,54,54,53,13,0
63,61,113,22,17,0
87,8,91,63,23,1
65,31,8,20,8,0
69,48,76,17,41,0
62,50,42,17,5,1
86,16,85,41,31,0
67,50,63,44,31,1
68,23,45,45,28,0
67,53,77,48,49,0
65,39,13,45,8,0
74,0,58,45,36,1
62,62,46,23,18,0
70,13,107,29,14,0
61,93,20,20,5,0
66,97,49,50,10,0
54,14,97,7,19,0
68,58,32,40,14,0
67,77,96,22,8,1
78,6,69,44,17,1
76,57,62,20,15,1
69,63,125,47,16,0
72,40,88,11,8,0
56,25,88,23,38,0
81,9,62,78,7,0
80,2,154,25,16,1
62,49,66,20,40,0
67,53,48,48,16,0
72,6,45,50,21,0
74,83,76,44,16,1
80,35,105,7,14,0
62,100,33,50,10,0
71,43,71,42,26,0
60,89,71,38,23,0
64,8,69,78,15,1
